wallet_index,true_label,predicted_label,fraud_probability,risk_score,risk_level,recommended_action,top_shap_drivers,top_lime_drivers,counterfactual_recommendation
199471,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199440,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208384,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208385,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208389,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208390,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208391,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208392,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208393,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208394,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208395,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208396,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219886,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219917,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219918,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219919,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219888,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219889,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219890,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219891,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219893,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219896,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219899,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219901,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219903,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219931,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219933,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219934,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219905,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219906,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219908,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219909,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219910,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219911,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219912,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219913,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219914,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219945,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219947,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219948,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219949,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219950,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219921,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219922,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219925,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219926,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219929,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219930,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219961,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219962,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219963,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219965,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219966,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219967,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219936,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219938,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219940,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219941,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219942,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219943,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219944,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219975,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219976,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219977,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219978,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219981,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219982,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219983,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219952,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219953,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219954,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219955,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219957,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219958,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208355,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208357,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208368,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208369,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208370,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208373,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208374,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208375,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208376,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208377,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208378,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199467,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199468,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199469,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199470,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219959,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219960,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219992,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219993,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219994,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219995,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219997,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219998,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219969,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219970,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219971,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219973,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219974,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220005,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220006,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220007,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220009,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220010,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220011,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220013,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220015,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219985,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219986,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208340,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199441,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199442,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199443,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199445,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199448,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199449,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208380,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208381,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208382,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208383,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219987,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219988,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197778,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197779,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197780,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197782,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197784,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197785,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220030,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220031,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220000,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220001,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220003,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220004,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220047,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220016,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220017,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220019,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220020,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220021,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220024,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220025,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220026,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197803,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197804,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197806,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197776,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197777,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220063,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220033,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220034,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220038,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220039,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220040,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220041,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220042,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220043,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220044,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220045,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220046,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220074,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220075,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220076,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220077,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220078,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220079,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220048,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220049,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220051,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220054,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220055,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220058,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208326,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208327,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208358,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208359,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208360,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208362,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208363,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208364,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208367,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208336,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208337,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208339,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220059,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220060,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220086,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220087,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220088,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220089,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220090,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220092,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220093,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220095,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220066,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220069,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220071,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220072,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197762,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197765,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197766,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197767,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197769,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197770,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220107,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220108,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220109,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220080,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220081,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220083,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220085,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220097,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220102,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220103,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220104,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220105,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220106,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197787,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197788,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197789,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197791,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197761,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220143,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220112,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220114,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220116,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220122,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220124,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220125,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220126,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208310,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208311,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208342,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208343,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208344,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208345,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208346,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208347,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208348,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208350,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208320,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208321,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208322,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208323,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208324,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220127,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220096,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220128,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220129,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220131,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220132,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220133,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220134,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220136,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220137,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220138,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220139,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220142,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220170,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220171,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220175,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220144,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220145,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220146,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220147,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220148,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220150,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220151,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220153,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220154,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220156,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220158,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220183,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220185,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220186,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220188,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220189,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220191,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220160,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220163,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220164,0,0,0.0,0.0,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
